ID,X_0,G_0,Y_0,S_0,Y_1,S_1,Y_2,S_2,Y_3,S_3,Y_4,S_4,Y_5,ff,A_0,A_1,A_2,A_3,A_4,A_5
38,0.406234643,1,1,-0.169542679,1,0.585687359,1,-0.475413107,1,-0.212042663,1,-0.116792488,1,3,1,1,1,1,1,1
39,1.990151531,0,1,2.103574257,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
40,-0.090773563,1,1,0.335547187,1,-1.676754442,1,-0.366041735,1,0.913262651,1,1.00069892,0,1,1,1,1,1,1,0
41,0.060560047,0,1,-0.375443519,1,0.259842671,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
42,0.75591238,1,1,0.166584902,1,1.8681907,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
43,-0.022591624,1,1,-0.931129221,1,-0.754901295,0,0.247284085,0,0.55295759,0,-0.652415099,0,2,1,1,0,0,0,0
44,-0.21848957,1,1,0.18833633,1,1.994336708,1,0.625693224,1,-0.20847549,1,-0.79029742,1,3,1,1,1,1,1,1
45,-0.139038036,0,1,-0.048741898,1,-1.982083814,1,-0.017450678,1,0.148654608,1,0.306285548,1,3,1,1,1,1,1,1
46,-0.382530711,0,1,-0.061585255,1,0.157388958,1,-0.370703792,1,-0.480313079,1,-0.012053998,1,2,1,1,1,1,1,1
47,0.594029,1,1,0.150780543,1,0.956055641,1,0.767736254,1,0.971992409,1,-1.480981416,1,1,1,1,1,1,1,1
48,-0.288063724,1,1,0.817014108,1,-0.76044114,1,-1.974825464,1,-0.50681736,1,-0.506736094,1,1,1,1,1,1,1,1
49,-0.231644852,0,1,-1.045112695,1,-2.266918698,1,0.296877446,0,-0.422878133,0,0.122064437,0,3,1,1,1,0,0,0
50,0.983263642,0,1,0.9880845,1,3.428919266,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
51,0.929133584,1,1,1.877623207,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
52,0.858262818,1,1,0.817505141,1,2.556455407,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
53,0.571375545,1,1,1.475919913,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
54,0.252228992,0,1,-0.519533187,1,-1.575423012,1,-0.214241916,1,2.608994452,0,NA,0,2,1,1,1,1,1,0
55,-2.001880219,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,0,0,0,0,0
56,-0.32204117,0,1,-0.09539178,1,-0.22691538,1,1.644128941,0,NA,0,NA,0,2,1,1,1,1,0,0
57,-0.004287519,0,1,0.40564581,1,1.046039252,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
58,0.067083621,1,1,0.95862065,1,-1.444267157,1,-0.193462667,1,-1.249010918,1,-1.080389043,1,1,1,1,1,1,1,1
59,-1.669684435,0,1,0.310607761,1,-2.515873879,1,-1.182890593,1,-1.628670624,1,-2.878220049,1,3,1,1,1,1,1,1
60,0.673338539,0,1,1.088928849,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
61,-0.216257465,0,1,1.893041226,0,NA,0,NA,0,NA,0,NA,0,1,1,0,0,0,0,0
62,-0.066136282,0,1,-1.019986354,1,-0.332423396,1,0.139900897,1,-0.001493528,1,-0.157056768,1,3,1,1,1,1,1,1
63,0.09480104,0,1,0.047873913,1,-0.654602084,1,0.825979441,1,1.851375483,0,NA,0,1,1,1,1,1,0,0
64,-1.463628689,0,1,-1.317232713,1,-0.07115827,1,-1.040829115,1,0.164178043,1,-1.205274948,1,1,1,1,1,1,1,1
65,0.931567636,1,1,0.560002683,1,0.353221654,1,0.178680368,1,-0.409360474,1,0.38094916,1,3,1,1,1,1,1,1
66,0.578295602,1,1,-0.041559502,1,0.3271811,1,0.678254296,1,0.00673928,1,0.032175925,1,2,1,1,1,1,1,1
67,1.271497896,1,1,-0.770434254,1,-0.527637662,1,-0.554327258,1,0.235730529,1,2.342459138,0,3,1,1,1,1,1,1
68,0.165720715,1,1,-0.53677116,1,-0.133091733,1,-1.239303681,0,-2.127991916,0,-2.431647537,0,3,1,1,1,0,0,0
69,-0.926041196,0,1,-0.015551838,1,0.193968756,1,-1.760844706,1,-1.142915348,1,-1.130555887,1,3,1,1,1,1,1,1
70,-0.652376667,1,1,0.048282772,1,-1.870029661,1,-0.301261326,1,-1.164993949,1,-2.270264068,1,3,1,1,1,1,1,1
71,0.140484781,0,1,1.289070855,1,0.048065467,1,0.334899146,1,0.612037813,1,-0.66665365,1,1,1,1,1,1,1,1
72,1.060950357,1,1,-0.72041508,1,-0.494650262,1,-0.739490349,1,0.104476038,1,2.825703164,0,3,1,1,1,1,1,1
73,-0.162704726,0,1,0.000797757,1,1.328299983,1,0.241390481,1,-0.342105492,1,1.269873862,1,3,1,1,1,1,1,1
74,-0.793866177,0,1,-0.271456411,1,-1.371240265,1,-1.258030605,1,-1.173000704,1,-0.803747892,1,3,1,1,1,1,1,1
75,0.514578499,1,1,-0.380534703,1,1.321248949,1,1.300181049,1,0.510421209,1,-0.321263905,0,2,1,1,1,1,1,0
76,-0.266517098,1,1,-1.787313348,1,-0.237011449,1,-0.586681699,0,-0.385463639,0,-2.265957082,0,3,1,1,1,0,0,0
77,-0.557665495,1,1,-0.98751955,1,-0.487070525,1,-0.144421962,1,0.308202734,0,-1.803251739,0,2,1,1,1,1,0,0
78,0.360686711,0,1,-0.002792139,1,0.579623517,1,-1.126230432,1,-0.198475998,0,-0.677620838,0,1,1,1,1,1,0,0
79,1.132832999,1,1,0.721647306,0,-0.29991115,0,0.316018735,0,-1.778168403,0,0.117483615,0,1,1,0,0,0,0,0
80,1.091944258,1,1,0.897901911,1,-1.847736568,1,-0.921417673,1,2.008436691,1,2.193465087,0,1,1,1,1,1,1,1
81,0.611103772,1,1,-2.315345774,1,-0.460556542,1,-0.097298844,1,0.326910865,1,-0.040054527,1,3,1,1,1,1,1,1
82,-1.84101467,1,1,-1.574510994,1,-2.413310068,1,-0.674428485,1,-0.05291385,1,-1.763906747,1,3,1,1,1,1,1,1
83,0.427146964,1,1,-1.081851861,1,-1.182432721,1,-2.4545719,1,-1.205052289,1,-1.478073922,1,2,1,1,1,1,1,1
84,-1.640190342,1,1,-0.823497439,1,-1.694124823,1,-2.744538154,1,-1.422205229,1,-1.372604577,1,2,1,1,1,1,1,1
85,0.267418477,1,1,-0.243244485,1,0.646982706,1,-1.430078088,1,-1.34594528,1,-0.649484511,1,1,1,1,1,1,1,1
86,-1.184167766,0,1,-0.957280131,1,-1.068400331,0,-1.846851387,0,-0.56545929,0,0.371179518,0,1,1,1,0,0,0,0
87,-0.054096449,0,1,-0.458076109,1,-0.228600253,1,-0.5730409,1,-0.215314123,1,-0.361815828,1,1,1,1,1,1,1,1
88,0.681778035,1,1,-0.917237344,1,-0.275466225,1,-0.961324409,1,1.45798059,1,0.714254847,1,2,1,1,1,1,1,1
89,0.401825611,0,1,0.738878455,1,0.648348219,0,-1.28831974,0,0.374900505,0,-0.365206542,0,1,1,1,0,0,0,0
90,-0.302645072,0,1,0.857889026,1,0.245962646,1,-1.355912878,1,-1.223085568,1,0.586452082,0,1,1,1,1,1,1,0
91,-0.268482609,0,1,-1.404639525,0,-1.124252582,0,-1.071115351,0,-2.576806664,0,-0.365348517,0,3,1,0,0,0,0,0
92,2.919467871,1,1,1.747571789,0,NA,0,NA,0,NA,0,NA,0,3,1,0,0,0,0,0
93,0.148966739,1,1,-0.183250354,0,-1.803802236,0,-1.296282648,0,0.000578216,0,-2.159739118,0,1,1,0,0,0,0,0
94,-0.933296514,0,1,1.440458322,1,0.670500675,1,0.027668458,1,-1.570750071,1,-1.150790981,1,3,1,1,1,1,1,1
95,0.044318634,0,1,-0.653969767,0,-1.570965261,0,-2.159408051,0,-1.254607046,0,-0.771776427,0,3,1,0,0,0,0,0
96,0.331021225,1,1,-0.846204427,1,-1.710416348,1,-0.199876535,1,-0.134498032,1,-0.899981549,1,1,1,1,1,1,1,1
97,-0.77642761,0,1,-0.609479584,1,0.834138236,1,2.917855542,0,NA,0,NA,0,3,1,1,1,1,0,0
98,-0.637585259,1,1,-1.392455801,1,-1.716187728,1,-1.458917111,1,-1.472106035,1,-1.485912967,1,2,1,1,1,1,1,1
99,-0.548416289,0,1,-0.894976357,1,-1.424798251,1,-1.32791672,1,0.060097082,0,NA,0,3,1,1,1,1,1,0
100,-0.313629841,0,1,0.093706408,1,-0.547303735,1,0.090189237,1,0.421761953,1,0.897557662,0,2,1,1,1,1,1,1
101,0.475155346,0,1,2.060790367,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
102,-1.041232269,1,1,-0.941629504,1,-2.934047968,1,-0.763790525,1,-2.17854915,0,-1.718375131,0,2,1,1,1,1,0,0
103,0.518495517,0,1,0.39949925,1,-0.546094333,1,-0.704435343,0,0.084911133,0,1.26747578,0,3,1,1,1,0,0,0
104,-0.266200376,0,1,-0.113788065,1,-0.319725242,1,-0.6844622,1,0.582342084,1,1.331185661,0,3,1,1,1,1,1,1
105,0.493937382,1,1,-1.085297649,1,1.090384758,1,-0.17867265,1,-0.643653015,1,-0.363786913,1,2,1,1,1,1,1,1
106,0.153472817,0,1,0.226524686,0,-2.589015986,0,-0.174460137,0,0.451798514,0,-1.073447463,0,1,1,0,0,0,0,0
107,-2.162438407,0,1,-0.935477339,1,-0.430833545,1,-0.831504281,1,-1.332309387,1,0.222069599,0,2,1,1,1,1,1,0
108,2.192481483,1,1,2.244229163,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
109,0.247201795,1,1,-0.626526815,1,-1.399271303,1,-0.586367824,0,-0.972044883,0,-1.864613619,0,2,1,1,1,0,0,0
110,0.212182889,1,1,-0.722749362,1,-2.004299085,1,-1.15458987,1,-0.73348912,1,0.205108518,1,2,1,1,1,1,1,1
111,-0.038924696,1,1,-0.23289531,1,-2.779175311,1,-1.291448952,0,-0.682125096,0,-1.841198278,0,2,1,1,1,0,0,0
112,0.164293159,1,1,-0.05836521,1,0.647275183,1,-0.221626007,1,0.370418704,1,0.341788392,1,2,1,1,1,1,1,1
113,-0.487385201,0,1,-1.842042974,1,1.080817703,0,-1.079534828,0,-1.185628828,0,-1.068784076,0,2,1,1,0,0,0,0
114,-0.156282629,1,1,-0.19227331,1,0.710199852,1,-1.067801903,0,-0.093832903,0,-2.173064644,0,1,1,1,1,0,0,0
115,-1.028020653,0,1,-2.274837867,1,-1.534172537,1,-2.358602052,1,-2.466828905,1,0.150674115,1,2,1,1,1,1,1,1
116,-2.509592104,0,1,-1.364748959,1,-0.548128653,1,-0.650791918,0,-1.709359053,0,-1.254717008,0,3,1,1,1,0,0,0
117,-0.695847685,1,1,0.750192555,1,-1.296883346,0,0.741875253,0,-0.92984588,0,-1.448028869,0,1,1,1,0,0,0,0
118,-1.621917096,0,1,0.080533129,1,-3.624458622,1,-1.684029578,1,-1.395210229,1,-1.79257169,1,3,1,1,1,1,1,1
119,0.260443506,0,1,1.270093951,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
120,0.2265535,0,1,-0.978246764,1,1.187411642,1,-0.031381136,0,0.716996719,0,-0.466431257,0,1,1,1,1,0,0,0
121,0.644557259,1,1,-0.175455582,0,0.540989603,0,-0.674034488,0,-0.882123072,0,1.033606302,0,2,1,0,0,0,0,0
122,-0.369528221,0,1,-0.572291068,1,-0.091450384,1,0.062910433,1,1.400224391,0,NA,0,2,1,1,1,1,1,0
123,-0.839874826,0,1,1.126619454,1,2.082869629,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
124,1.210112598,1,1,0.171742618,0,-1.077749096,0,-0.996973267,0,-0.69180963,0,0.642457592,0,3,1,0,0,0,0,0
125,0.082161843,1,1,0.756615924,0,-1.436225701,0,-0.759240335,0,-1.186899646,0,-1.30956058,0,2,1,0,0,0,0,0
126,-0.724161328,1,1,-0.558680267,1,-0.823686328,1,-0.273015765,1,-1.440947062,1,-2.644515339,1,1,1,1,1,1,1,1
127,-0.435438024,0,1,1.8585745,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
128,2.025577975,1,1,1.779606133,1,1.163877993,1,0.615667033,1,0.965275794,0,NA,0,3,1,1,1,1,1,0
129,-0.630326713,0,1,0.109791933,1,-1.178373298,0,-1.444197304,0,-1.339571847,0,0.082198673,0,2,1,1,0,0,0,0
130,-2.561001008,0,1,-4.07448772,1,-1.205515225,0,-0.442868007,0,0.525974214,0,-1.226120075,0,3,1,1,0,0,0,0
131,1.204331618,1,1,0.402860394,1,1.134867391,1,0.051333614,1,-0.539298376,1,-0.256123421,1,2,1,1,1,1,1,1
132,1.23997751,1,1,-0.702434609,1,-0.191412517,1,0.591732394,1,1.876593049,1,0.981289049,1,2,1,1,1,1,1,1
133,-1.009266834,0,1,-1.790656064,1,-0.825581036,0,-0.889152674,0,-1.255189856,0,-0.906341789,0,1,1,1,0,0,0,0
134,2.292003182,1,1,2.704454113,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
135,0.25186508,0,1,-1.239883381,1,0.669673568,1,-0.165224327,1,1.096839634,1,1.140643202,0,2,1,1,1,1,1,1
136,2.123699917,1,1,1.077415251,1,1.663516798,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
137,-0.261599509,1,1,1.154490824,0,1.394985809,0,NA,0,NA,0,NA,0,1,1,0,0,0,0,0
138,0.242026678,1,1,-0.894232207,0,-3.477828604,0,-2.834161561,0,-2.118801573,0,-1.393758194,0,2,1,0,0,0,0,0
139,-0.086916509,0,1,0.135658614,0,0.284873407,0,-1.467379448,0,-0.469885649,0,2.823792143,0,1,1,0,0,0,0,0
140,-0.88159394,0,1,-1.960045857,1,-0.888155581,1,0.106517414,1,-1.135569016,1,-1.051363071,1,2,1,1,1,1,1,1
141,-2.567072086,0,1,-2.642936269,0,-4.115802488,0,-2.280097921,0,-2.872373779,0,-2.826923201,0,2,1,0,0,0,0,0
142,0.092010905,1,1,-0.784313863,1,1.402673119,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
143,0.985651947,0,1,1.031278991,1,0.490697851,1,0.538511141,1,0.450138521,1,-0.328861575,0,3,1,1,1,1,1,0
144,-0.451427362,1,1,-1.948402854,1,-0.342652024,1,-0.472386769,1,0.017981669,1,-1.60839931,1,2,1,1,1,1,1,1
145,0.810018519,1,1,1.433406241,1,1.725242627,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
146,1.560039317,0,1,2.372948659,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
147,1.334218812,1,1,0.333199192,1,0.920756158,1,1.785809146,0,NA,0,NA,0,1,1,1,1,0,0,0
148,-0.507714147,0,1,0.019161744,1,0.993459042,1,-0.031714339,0,-0.660217452,0,-1.411880853,0,3,1,1,1,0,0,0
149,-0.087154547,1,1,-1.192540619,1,-0.27769195,1,-1.473752271,0,-0.913698838,0,0.004881959,0,1,1,1,1,0,0,0
150,1.012791273,1,1,-1.534080596,1,-0.777253765,1,-1.412945777,1,-0.334236982,0,0.024787096,0,3,1,1,1,1,0,0
151,-0.902651517,1,1,0.131651737,1,-1.232895429,1,-1.579535434,1,-1.158797649,1,-0.593156269,1,1,1,1,1,1,1,1
152,-0.158308299,1,1,-0.340867681,0,-1.785378978,0,-1.604060848,0,-1.466575402,0,1.057973333,0,3,1,0,0,0,0,0
153,2.357734976,1,1,1.476200684,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
154,0.929882036,1,1,-0.105497675,1,-0.167931893,1,1.489684713,1,-0.539042332,1,0.06232111,1,3,1,1,1,1,1,1
155,0.315776223,1,1,-2.271879564,1,0.374981906,0,-0.110499574,0,-0.554740712,0,-0.303593178,0,2,1,1,0,0,0,0
156,1.516380326,0,1,1.653914226,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
157,0.152952329,1,1,0.124939538,1,-0.803122478,1,-0.521985825,0,0.259290639,0,-1.546319383,0,2,1,1,1,0,0,0
158,1.177384652,0,1,0.678651095,1,-1.057654751,1,1.642069427,0,NA,0,NA,0,2,1,1,1,1,0,0
159,1.082751859,1,1,0.619022661,1,1.104568882,1,-1.362679966,1,-0.0983523,1,-0.452188036,1,2,1,1,1,1,1,1
160,-0.569971606,0,1,-0.64586646,1,-0.462706735,1,-0.122164841,1,-0.694583585,1,0.212249787,0,1,1,1,1,1,1,0
161,-1.265767213,0,1,-1.650393618,1,-2.600031726,1,-1.161508676,1,0.941565736,0,NA,0,2,1,1,1,1,0,0
162,0.076762322,1,1,0.381112519,0,-0.286186524,0,0.020397975,0,0.306921092,0,-0.645496694,0,3,1,0,0,0,0,0
163,1.842849413,0,1,1.928430951,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
164,0.224070834,0,1,-0.318151798,1,-1.497478237,0,0.36313103,0,-0.794345001,0,-1.362737777,0,1,1,1,0,0,0,0
165,-0.644591217,0,1,-2.307199162,1,-0.581432016,1,-0.840899549,1,0.553060083,1,-0.05788733,1,1,1,1,1,1,1,1
166,0.839887969,1,1,0.852187682,1,1.276072548,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
167,-0.761114483,0,1,-1.664037679,1,-1.274383513,1,-0.050055886,1,-0.309350796,1,-0.051494511,1,3,1,1,1,1,1,1
168,0.851976233,1,1,1.051897449,1,-0.416224453,1,-0.234985789,1,-0.116481859,0,-0.331548909,0,3,1,1,1,1,0,0
169,-0.353808398,0,1,0.155353103,1,-0.188661241,1,-0.011950358,1,0.694870932,1,0.722222995,1,3,1,1,1,1,1,1
170,-0.666768764,1,1,-0.811438434,1,-1.379307446,1,-0.813932563,1,-1.429460918,1,-2.713829322,1,1,1,1,1,1,1,1
171,-1.214098887,0,1,0.500945998,1,-0.394217937,1,-1.167841813,1,-0.342032034,1,-0.064897656,1,2,1,1,1,1,1,1
172,-0.755707201,0,1,-0.925157943,1,-1.401776436,1,-1.034404085,1,-0.887225692,1,-0.271406353,1,3,1,1,1,1,1,1
173,1.384126562,0,1,2.699640692,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
174,2.479329858,0,1,0.975111398,1,1.654519929,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
175,-0.702311012,1,1,-1.878521785,1,-2.65963522,1,-1.583929485,1,-1.797328288,1,-0.209599908,0,1,1,1,1,1,1,0
176,2.582577773,1,1,-0.00259097,1,0.869156168,1,2.863938218,0,NA,0,NA,0,1,1,1,1,1,0,0
177,3.03276532,1,1,-0.911524984,1,1.512007139,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
178,0.900598947,1,1,-0.778866409,1,-0.032093696,1,-0.446083702,1,-0.487189742,1,-1.385222658,1,2,1,1,1,1,1,1
179,1.40256017,1,1,-0.250669848,1,-1.228866223,1,0.246690011,1,1.204241952,1,0.539903321,1,1,1,1,1,1,1,1
180,0.903271481,1,1,-0.864936526,1,1.180969172,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
181,-2.070277092,0,1,-2.664018399,1,-1.241694375,1,0.095742097,1,-0.537126565,1,-0.293651997,1,1,1,1,1,1,1,1
182,-0.373462345,0,1,-0.868403731,0,-1.287569724,0,-1.368908045,0,0.955156229,0,0.272036885,0,1,1,0,0,0,0,0
183,-1.400635602,0,1,-1.823967786,1,-3.584537222,1,-2.759398009,1,-3.018416075,0,-0.411266137,0,3,1,1,1,1,0,0
184,0.151102654,0,1,-0.014257848,1,1.366589331,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
185,1.212245197,1,1,1.475887433,1,-0.367360248,1,-0.961549828,1,0.135914023,1,-0.439484856,0,1,1,1,1,1,1,0
186,1.20214647,1,1,0.35290343,1,-1.532267202,1,-0.662615475,1,1.278998315,0,NA,0,3,1,1,1,1,1,0
187,-0.18797397,1,1,-0.75607319,1,-0.703674961,1,-0.133391738,1,-0.14167544,1,-1.632687585,1,1,1,1,1,1,1,1
188,-1.513711643,0,1,-2.312069089,1,-2.2832981,1,-2.336054766,1,-1.441308165,1,0.709352042,1,2,1,1,1,1,1,1
189,0.568831116,1,1,0.363663635,0,0.232002537,0,-0.931002151,0,1.266174494,0,-1.201659565,0,2,1,0,0,0,0,0
190,-0.181213319,1,1,-1.048047102,1,-2.665471469,1,-2.876632063,1,-1.171718064,1,-0.661909339,1,2,1,1,1,1,1,1
191,-0.685074701,1,1,-0.683854296,1,-0.323974176,0,0.129880296,0,-0.138916949,0,-0.649486654,0,1,1,1,0,0,0,0
192,-1.158330428,1,1,-2.566747223,1,-1.388470394,1,-1.708617284,1,-1.082463119,1,-1.759409569,1,1,1,1,1,1,1,1
193,0.608713148,0,1,0.182460548,1,2.162986354,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
194,0.822139061,1,1,0.52934449,1,1.462136492,1,0.819782116,1,-0.672767305,1,-0.148562281,1,2,1,1,1,1,1,1
195,0.814891573,0,1,0.294194823,1,-0.258675046,1,-0.941450225,1,-1.537212306,1,-0.175606949,1,3,1,1,1,1,1,1
196,-0.737481095,1,1,-0.213413425,1,-1.062048868,1,0.162389745,1,-0.359262147,1,0.691170235,1,2,1,1,1,1,1,1
197,-1.173562199,0,1,-0.966121265,1,-0.207495796,1,1.050594701,1,-1.381628312,1,-0.430102515,1,1,1,1,1,1,1,1
198,0.602832414,1,1,-1.073776121,1,-1.290402839,1,-0.835414384,1,-1.312491283,0,0.250861684,0,1,1,1,1,1,0,0
199,0.264603936,0,1,-0.30808233,1,-0.611821102,1,0.512232614,1,-0.917155091,1,-0.602382048,1,1,1,1,1,1,1,1
200,1.519415242,1,1,0.994470479,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
201,-1.639344558,0,1,-1.594182626,1,-0.923891351,1,-0.16874921,1,-1.049426503,1,-0.447365441,1,2,1,1,1,1,1,1
202,1.047377096,0,1,0.56351996,1,0.658463679,1,1.132088465,1,-1.316219447,1,0.220923095,1,1,1,1,1,1,1,1
203,0.889657067,1,1,0.066819748,1,-1.316614359,1,0.536347564,1,0.39081116,1,1.009747919,1,1,1,1,1,1,1,1
204,-0.095408296,0,1,0.866122013,0,-0.615423914,0,-1.931931053,0,-0.316108779,0,-0.821674079,0,3,1,0,0,0,0,0
205,-0.092352994,0,1,-0.712834466,1,0.152217799,1,0.478580516,1,-0.677426733,1,-0.15594344,1,2,1,1,1,1,1,1
206,0.445186399,1,1,-2.829126975,1,-0.392250092,1,-2.719797365,1,-0.879438492,1,0.403339945,1,2,1,1,1,1,1,1
207,-0.133120777,0,1,-0.180443323,1,-0.717667044,1,-0.533397554,1,-1.915271679,1,1.299411774,0,2,1,1,1,1,1,1
